member_number,name_kanji,name_furigana,email,email_verified_at,remember_token,password,birthdate,gender,office_name,postal_code,prefecture,address1,address2,tel1,tel2,tel3,owned_qualifications,certified_accountant_number,tax_accountant_number,advisory_experience_years,other_specialized_field,experience,is_partner,is_release_working_status
XXX169,藪田寿,ヤブタヒサシ,kyosuke.yamaguchi@example.net,2022/1/11 11:19,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,$2y$10$0l724WL0U/AHolsPy0VPOelg9pvwdwB/NBwTvMDUPV/EHTQDscCU60,2019/7/18,2,株式会社XXX,1001058,1,AAA市,BBB町,0,0,0,"[{""qualifications"":""FP60級""}]",22280,11169,1,表示されている専門分野の他にもアピールできる専門分野があれば、ここに記入します。,"××監査法人にて、監査業務・財務DD業務を中心に経験。その後××株式会社に転職し、財務DD・財務モデリング・会計ストラクチャー検討・バリュエーション・FA業務等を経験。事業会社やファンドがM&Aをおこなう際の財務DD業務、価値分析業務、FA業務、PMI業務に従事し、約xx年間でxx件以上に関与した実績を持つ。その他、事業再生業務の経験も有する。現在は独立し、M&A業務を中心に業務をおこなっている。
",0,1
XXX170,河合尚子,カワイナオコ,ogaki.manabu@example.com,2022/1/12 11:19,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,$2y$10$0l724WL0U/AHolsPy0VPOelg9pvwdwB/NBwTvMDUPV/EHTQDscCU61,2019/7/19,2,株式会社XXX,1001059,33,AAA市,BBB町,0,0,0,"[{""qualifications"":""FP61級""}]",22281,11170,1,表示されている専門分野の他にもアピールできる専門分野があれば、ここに記入します。,"××監査法人にて、監査業務・財務DD業務を中心に経験。その後××株式会社に転職し、財務DD・財務モデリング・会計ストラクチャー検討・バリュエーション・FA業務等を経験。事業会社やファンドがM&Aをおこなう際の財務DD業務、価値分析業務、FA業務、PMI業務に従事し、約xx年間でxx件以上に関与した実績を持つ。その他、事業再生業務の経験も有する。現在は独立し、M&A業務を中心に業務をおこなっている。
",1,0
XXX171,馬淵一輝,マブチカズキ,naoko59@example.com,2022/1/13 11:19,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,$2y$10$0l724WL0U/AHolsPy0VPOelg9pvwdwB/NBwTvMDUPV/EHTQDscCU62,2019/7/20,1,株式会社XXX,1001060,4,AAA市,BBB町,0,0,0,"[{""qualifications"":""FP62級""}]",22282,11171,1,表示されている専門分野の他にもアピールできる専門分野があれば、ここに記入します。,"××監査法人にて、監査業務・財務DD業務を中心に経験。その後××株式会社に転職し、財務DD・財務モデリング・会計ストラクチャー検討・バリュエーション・FA業務等を経験。事業会社やファンドがM&Aをおこなう際の財務DD業務、価値分析業務、FA業務、PMI業務に従事し、約xx年間でxx件以上に関与した実績を持つ。その他、事業再生業務の経験も有する。現在は独立し、M&A業務を中心に業務をおこなっている。
",0,1
XXX172,塙紀子,ハナワノリコ,lhirokawa@example.net,2022/1/14 11:19,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,$2y$10$0l724WL0U/AHolsPy0VPOelg9pvwdwB/NBwTvMDUPV/EHTQDscCU63,2019/7/21,2,株式会社XXX,1001061,3,AAA市,BBB町,0,0,0,"[{""qualifications"":""FP63級""}]",22283,11172,1,表示されている専門分野の他にもアピールできる専門分野があれば、ここに記入します。,"××監査法人にて、監査業務・財務DD業務を中心に経験。その後××株式会社に転職し、財務DD・財務モデリング・会計ストラクチャー検討・バリュエーション・FA業務等を経験。事業会社やファンドがM&Aをおこなう際の財務DD業務、価値分析業務、FA業務、PMI業務に従事し、約xx年間でxx件以上に関与した実績を持つ。その他、事業再生業務の経験も有する。現在は独立し、M&A業務を中心に業務をおこなっている。
",0,0
XXX173,丸山亮佑,マルヤマリョウスケ,satomi78@example.org,2022/1/15 11:19,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,$2y$10$0l724WL0U/AHolsPy0VPOelg9pvwdwB/NBwTvMDUPV/EHTQDscCU64,2019/7/22,1,株式会社XXX,1001062,4,AAA市,BBB町,0,0,0,"[{""qualifications"":""FP64級""}]",22284,11173,1,表示されている専門分野の他にもアピールできる専門分野があれば、ここに記入します。,"××監査法人にて、監査業務・財務DD業務を中心に経験。その後××株式会社に転職し、財務DD・財務モデリング・会計ストラクチャー検討・バリュエーション・FA業務等を経験。事業会社やファンドがM&Aをおこなう際の財務DD業務、価値分析業務、FA業務、PMI業務に従事し、約xx年間でxx件以上に関与した実績を持つ。その他、事業再生業務の経験も有する。現在は独立し、M&A業務を中心に業務をおこなっている。
",1,0
XXX174,川崎佳美,カワサキヨシミ,qyoshimoto@example.org,2022/1/16 11:19,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,$2y$10$0l724WL0U/AHolsPy0VPOelg9pvwdwB/NBwTvMDUPV/EHTQDscCU65,2019/7/23,1,株式会社XXX,1001063,34,AAA市,BBB町,0,0,0,"[{""qualifications"":""FP65級""}]",22285,11174,1,表示されている専門分野の他にもアピールできる専門分野があれば、ここに記入します。,"××監査法人にて、監査業務・財務DD業務を中心に経験。その後××株式会社に転職し、財務DD・財務モデリング・会計ストラクチャー検討・バリュエーション・FA業務等を経験。事業会社やファンドがM&Aをおこなう際の財務DD業務、価値分析業務、FA業務、PMI業務に従事し、約xx年間でxx件以上に関与した実績を持つ。その他、事業再生業務の経験も有する。現在は独立し、M&A業務を中心に業務をおこなっている。
",0,0
XXX175,吉田浩一郎,ヨシダコウイチロウ,atsushi46@example.net,2022/1/17 11:19,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,$2y$10$0l724WL0U/AHolsPy0VPOelg9pvwdwB/NBwTvMDUPV/EHTQDscCU66,2019/7/24,1,株式会社XXX,1001064,44,AAA市,BBB町,0,0,0,"[{""qualifications"":""FP66級""}]",22286,11175,1,表示されている専門分野の他にもアピールできる専門分野があれば、ここに記入します。,"××監査法人にて、監査業務・財務DD業務を中心に経験。その後××株式会社に転職し、財務DD・財務モデリング・会計ストラクチャー検討・バリュエーション・FA業務等を経験。事業会社やファンドがM&Aをおこなう際の財務DD業務、価値分析業務、FA業務、PMI業務に従事し、約xx年間でxx件以上に関与した実績を持つ。その他、事業再生業務の経験も有する。現在は独立し、M&A業務を中心に業務をおこなっている。
",0,0
XXX176,大内彩,オオウチアヤ,hideki25@example.com,2022/1/18 11:19,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,$2y$10$0l724WL0U/AHolsPy0VPOelg9pvwdwB/NBwTvMDUPV/EHTQDscCU67,2019/7/25,2,株式会社XXX,1001065,3,AAA市,BBB町,0,0,0,"[{""qualifications"":""FP67級""}]",22287,11176,1,表示されている専門分野の他にもアピールできる専門分野があれば、ここに記入します。,"××監査法人にて、監査業務・財務DD業務を中心に経験。その後××株式会社に転職し、財務DD・財務モデリング・会計ストラクチャー検討・バリュエーション・FA業務等を経験。事業会社やファンドがM&Aをおこなう際の財務DD業務、価値分析業務、FA業務、PMI業務に従事し、約xx年間でxx件以上に関与した実績を持つ。その他、事業再生業務の経験も有する。現在は独立し、M&A業務を中心に業務をおこなっている。
",0,1
XXX177,井田康洋,イダヤスヒロ,suzuki.yoko@example.com,2022/1/19 11:19,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,$2y$10$0l724WL0U/AHolsPy0VPOelg9pvwdwB/NBwTvMDUPV/EHTQDscCU68,2019/7/26,1,株式会社XXX,1001066,4,AAA市,BBB町,0,0,0,"[{""qualifications"":""FP68級""}]",22288,11177,1,表示されている専門分野の他にもアピールできる専門分野があれば、ここに記入します。,"××監査法人にて、監査業務・財務DD業務を中心に経験。その後××株式会社に転職し、財務DD・財務モデリング・会計ストラクチャー検討・バリュエーション・FA業務等を経験。事業会社やファンドがM&Aをおこなう際の財務DD業務、価値分析業務、FA業務、PMI業務に従事し、約xx年間でxx件以上に関与した実績を持つ。その他、事業再生業務の経験も有する。現在は独立し、M&A業務を中心に業務をおこなっている。
",1,0
XXX178,関ゆうすけ,セキユウスケ,yasuhiro36@example.org,2022/1/20 11:19,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,$2y$10$0l724WL0U/AHolsPy0VPOelg9pvwdwB/NBwTvMDUPV/EHTQDscCU69,2019/7/27,1,株式会社XXX,1001067,34,AAA市,BBB町,0,0,0,"[{""qualifications"":""FP69級""}]",22289,11178,1,表示されている専門分野の他にもアピールできる専門分野があれば、ここに記入します。,"××監査法人にて、監査業務・財務DD業務を中心に経験。その後××株式会社に転職し、財務DD・財務モデリング・会計ストラクチャー検討・バリュエーション・FA業務等を経験。事業会社やファンドがM&Aをおこなう際の財務DD業務、価値分析業務、FA業務、PMI業務に従事し、約xx年間でxx件以上に関与した実績を持つ。その他、事業再生業務の経験も有する。現在は独立し、M&A業務を中心に業務をおこなっている。
",0,0
XXX179,武藤陽一,ムトウヨウイチ,yoshimoto.rika@example.com,2022/1/21 11:19,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,$2y$10$0l724WL0U/AHolsPy0VPOelg9pvwdwB/NBwTvMDUPV/EHTQDscCU70,2019/7/28,1,株式会社XXX,1001068,3,AAA市,BBB町,0,0,0,"[{""qualifications"":""FP70級""}]",22290,11179,1,表示されている専門分野の他にもアピールできる専門分野があれば、ここに記入します。,"××監査法人にて、監査業務・財務DD業務を中心に経験。その後××株式会社に転職し、財務DD・財務モデリング・会計ストラクチャー検討・バリュエーション・FA業務等を経験。事業会社やファンドがM&Aをおこなう際の財務DD業務、価値分析業務、FA業務、PMI業務に従事し、約xx年間でxx件以上に関与した実績を持つ。その他、事業再生業務の経験も有する。現在は独立し、M&A業務を中心に業務をおこなっている。
",0,1
XXX180,守屋亨,モリヤトオル,tyamagishi@example.com,2022/1/22 11:19,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,$2y$10$0l724WL0U/AHolsPy0VPOelg9pvwdwB/NBwTvMDUPV/EHTQDscCU71,2019/7/29,1,株式会社XXX,1001069,1,AAA市,BBB町,0,0,0,"[{""qualifications"":""FP71級""}]",22291,11180,1,表示されている専門分野の他にもアピールできる専門分野があれば、ここに記入します。,"××監査法人にて、監査業務・財務DD業務を中心に経験。その後××株式会社に転職し、財務DD・財務モデリング・会計ストラクチャー検討・バリュエーション・FA業務等を経験。事業会社やファンドがM&Aをおこなう際の財務DD業務、価値分析業務、FA業務、PMI業務に従事し、約xx年間でxx件以上に関与した実績を持つ。その他、事業再生業務の経験も有する。現在は独立し、M&A業務を中心に業務をおこなっている。
",0,1
XXX181,白井京子,シライキョウコ,mitsuru16@example.org,2022/1/23 11:19,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,$2y$10$0l724WL0U/AHolsPy0VPOelg9pvwdwB/NBwTvMDUPV/EHTQDscCU72,2019/7/30,2,株式会社XXX,1001070,44,AAA市,BBB町,0,0,0,"[{""qualifications"":""FP72級""}]",22292,11181,1,表示されている専門分野の他にもアピールできる専門分野があれば、ここに記入します。,"××監査法人にて、監査業務・財務DD業務を中心に経験。その後××株式会社に転職し、財務DD・財務モデリング・会計ストラクチャー検討・バリュエーション・FA業務等を経験。事業会社やファンドがM&Aをおこなう際の財務DD業務、価値分析業務、FA業務、PMI業務に従事し、約xx年間でxx件以上に関与した実績を持つ。その他、事業再生業務の経験も有する。現在は独立し、M&A業務を中心に業務をおこなっている。
",0,0
XXX182,渡辺佐恵子,ワタナベサエコ,mai31@example.com,2022/1/24 11:19,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,$2y$10$0l724WL0U/AHolsPy0VPOelg9pvwdwB/NBwTvMDUPV/EHTQDscCU73,2019/7/31,1,株式会社XXX,1001071,3,AAA市,BBB町,0,0,0,"[{""qualifications"":""FP73級""}]",22293,11182,1,表示されている専門分野の他にもアピールできる専門分野があれば、ここに記入します。,"××監査法人にて、監査業務・財務DD業務を中心に経験。その後××株式会社に転職し、財務DD・財務モデリング・会計ストラクチャー検討・バリュエーション・FA業務等を経験。事業会社やファンドがM&Aをおこなう際の財務DD業務、価値分析業務、FA業務、PMI業務に従事し、約xx年間でxx件以上に関与した実績を持つ。その他、事業再生業務の経験も有する。現在は独立し、M&A業務を中心に業務をおこなっている。
",1,1
XXX183,水口裕子,ミズグチユウコ,ryosuke.murayama@example.net,2022/1/25 11:19,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,$2y$10$0l724WL0U/AHolsPy0VPOelg9pvwdwB/NBwTvMDUPV/EHTQDscCU74,2019/8/1,1,株式会社XXX,1001072,1,AAA市,BBB町,0,0,0,"[{""qualifications"":""FP74級""}]",22294,11183,1,表示されている専門分野の他にもアピールできる専門分野があれば、ここに記入します。,"××監査法人にて、監査業務・財務DD業務を中心に経験。その後××株式会社に転職し、財務DD・財務モデリング・会計ストラクチャー検討・バリュエーション・FA業務等を経験。事業会社やファンドがM&Aをおこなう際の財務DD業務、価値分析業務、FA業務、PMI業務に従事し、約xx年間でxx件以上に関与した実績を持つ。その他、事業再生業務の経験も有する。現在は独立し、M&A業務を中心に業務をおこなっている。
",0,0
XXX184,藤田彩乃,フジタアヤノ,mitsuru71@example.com,2022/1/26 11:19,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,$2y$10$0l724WL0U/AHolsPy0VPOelg9pvwdwB/NBwTvMDUPV/EHTQDscCU75,2019/8/2,1,株式会社XXX,1001073,4,AAA市,BBB町,0,0,0,"[{""qualifications"":""FP75級""}]",22295,11184,1,表示されている専門分野の他にもアピールできる専門分野があれば、ここに記入します。,"××監査法人にて、監査業務・財務DD業務を中心に経験。その後××株式会社に転職し、財務DD・財務モデリング・会計ストラクチャー検討・バリュエーション・FA業務等を経験。事業会社やファンドがM&Aをおこなう際の財務DD業務、価値分析業務、FA業務、PMI業務に従事し、約xx年間でxx件以上に関与した実績を持つ。その他、事業再生業務の経験も有する。現在は独立し、M&A業務を中心に業務をおこなっている。
",0,0
XXX185,中山純恵,ナカヤマスミエ,kaori08@example.com,2022/1/27 11:19,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,$2y$10$0l724WL0U/AHolsPy0VPOelg9pvwdwB/NBwTvMDUPV/EHTQDscCU76,2019/8/3,2,株式会社XXX,1001074,1,AAA市,BBB町,0,0,0,"[{""qualifications"":""FP76級""}]",22296,11185,1,表示されている専門分野の他にもアピールできる専門分野があれば、ここに記入します。,"××監査法人にて、監査業務・財務DD業務を中心に経験。その後××株式会社に転職し、財務DD・財務モデリング・会計ストラクチャー検討・バリュエーション・FA業務等を経験。事業会社やファンドがM&Aをおこなう際の財務DD業務、価値分析業務、FA業務、PMI業務に従事し、約xx年間でxx件以上に関与した実績を持つ。その他、事業再生業務の経験も有する。現在は独立し、M&A業務を中心に業務をおこなっている。
",0,1
XXX186,吉田一矢,ヨシダカズヤ,hamada.jun@example.org,2022/1/28 11:19,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,$2y$10$0l724WL0U/AHolsPy0VPOelg9pvwdwB/NBwTvMDUPV/EHTQDscCU77,2019/8/4,1,株式会社XXX,1001075,33,AAA市,BBB町,0,0,0,"[{""qualifications"":""FP77級""}]",22297,11186,1,表示されている専門分野の他にもアピールできる専門分野があれば、ここに記入します。,"××監査法人にて、監査業務・財務DD業務を中心に経験。その後××株式会社に転職し、財務DD・財務モデリング・会計ストラクチャー検討・バリュエーション・FA業務等を経験。事業会社やファンドがM&Aをおこなう際の財務DD業務、価値分析業務、FA業務、PMI業務に従事し、約xx年間でxx件以上に関与した実績を持つ。その他、事業再生業務の経験も有する。現在は独立し、M&A業務を中心に業務をおこなっている。
",1,0
XXX187,高木洋平,タカギヨウヘイ,ymiyake@example.org,2022/1/29 11:19,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,$2y$10$0l724WL0U/AHolsPy0VPOelg9pvwdwB/NBwTvMDUPV/EHTQDscCU78,2019/8/5,1,株式会社XXX,1001076,3,AAA市,BBB町,0,0,0,"[{""qualifications"":""FP78級""}]",22298,11187,1,表示されている専門分野の他にもアピールできる専門分野があれば、ここに記入します。,"××監査法人にて、監査業務・財務DD業務を中心に経験。その後××株式会社に転職し、財務DD・財務モデリング・会計ストラクチャー検討・バリュエーション・FA業務等を経験。事業会社やファンドがM&Aをおこなう際の財務DD業務、価値分析業務、FA業務、PMI業務に従事し、約xx年間でxx件以上に関与した実績を持つ。その他、事業再生業務の経験も有する。現在は独立し、M&A業務を中心に業務をおこなっている。
",0,0
XXX188,半田篤史,ハンダアツシ,fujimoto.naoto@example.org,2022/1/30 11:19,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,$2y$10$0l724WL0U/AHolsPy0VPOelg9pvwdwB/NBwTvMDUPV/EHTQDscCU79,2019/8/6,2,株式会社XXX,1001077,3,AAA市,BBB町,0,0,0,"[{""qualifications"":""FP79級""}]",22299,11188,1,表示されている専門分野の他にもアピールできる専門分野があれば、ここに記入します。,"××監査法人にて、監査業務・財務DD業務を中心に経験。その後××株式会社に転職し、財務DD・財務モデリング・会計ストラクチャー検討・バリュエーション・FA業務等を経験。事業会社やファンドがM&Aをおこなう際の財務DD業務、価値分析業務、FA業務、PMI業務に従事し、約xx年間でxx件以上に関与した実績を持つ。その他、事業再生業務の経験も有する。現在は独立し、M&A業務を中心に業務をおこなっている。
",0,1
XXX189,齋藤卓志,サイトウタカシ,ckato@example.com,2022/1/31 11:19,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,$2y$10$0l724WL0U/AHolsPy0VPOelg9pvwdwB/NBwTvMDUPV/EHTQDscCU80,2019/8/7,1,株式会社XXX,1001078,1,AAA市,BBB町,0,0,0,"[{""qualifications"":""FP80級""}]",22300,11189,1,表示されている専門分野の他にもアピールできる専門分野があれば、ここに記入します。,"××監査法人にて、監査業務・財務DD業務を中心に経験。その後××株式会社に転職し、財務DD・財務モデリング・会計ストラクチャー検討・バリュエーション・FA業務等を経験。事業会社やファンドがM&Aをおこなう際の財務DD業務、価値分析業務、FA業務、PMI業務に従事し、約xx年間でxx件以上に関与した実績を持つ。その他、事業再生業務の経験も有する。現在は独立し、M&A業務を中心に業務をおこなっている。
",0,1
XXX190,木村達也,キムラタツヤ,murayama.maaya@example.org,2022/2/1 11:19,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,$2y$10$0l724WL0U/AHolsPy0VPOelg9pvwdwB/NBwTvMDUPV/EHTQDscCU81,2019/8/8,1,株式会社XXX,1001079,3,AAA市,BBB町,0,0,0,"[{""qualifications"":""FP81級""}]",22301,11190,1,表示されている専門分野の他にもアピールできる専門分野があれば、ここに記入します。,"××監査法人にて、監査業務・財務DD業務を中心に経験。その後××株式会社に転職し、財務DD・財務モデリング・会計ストラクチャー検討・バリュエーション・FA業務等を経験。事業会社やファンドがM&Aをおこなう際の財務DD業務、価値分析業務、FA業務、PMI業務に従事し、約xx年間でxx件以上に関与した実績を持つ。その他、事業再生業務の経験も有する。現在は独立し、M&A業務を中心に業務をおこなっている。
",0,1
XXX191,高瀬紀子,タカセノリコ,yumiko.saito@example.com,2022/2/2 11:19,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,$2y$10$0l724WL0U/AHolsPy0VPOelg9pvwdwB/NBwTvMDUPV/EHTQDscCU82,2019/8/9,1,株式会社XXX,1001080,4,AAA市,BBB町,0,0,0,"[{""qualifications"":""FP82級""}]",22302,11191,1,表示されている専門分野の他にもアピールできる専門分野があれば、ここに記入します。,"××監査法人にて、監査業務・財務DD業務を中心に経験。その後××株式会社に転職し、財務DD・財務モデリング・会計ストラクチャー検討・バリュエーション・FA業務等を経験。事業会社やファンドがM&Aをおこなう際の財務DD業務、価値分析業務、FA業務、PMI業務に従事し、約xx年間でxx件以上に関与した実績を持つ。その他、事業再生業務の経験も有する。現在は独立し、M&A業務を中心に業務をおこなっている。
",0,0
XXX192,中村慎也,ナカムラシンヤ,kazuya32@example.org,2022/2/3 11:19,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,$2y$10$0l724WL0U/AHolsPy0VPOelg9pvwdwB/NBwTvMDUPV/EHTQDscCU83,2019/8/10,2,株式会社XXX,1001081,4,AAA市,BBB町,0,0,0,"[{""qualifications"":""FP83級""}]",22303,11192,1,表示されている専門分野の他にもアピールできる専門分野があれば、ここに記入します。,"××監査法人にて、監査業務・財務DD業務を中心に経験。その後××株式会社に転職し、財務DD・財務モデリング・会計ストラクチャー検討・バリュエーション・FA業務等を経験。事業会社やファンドがM&Aをおこなう際の財務DD業務、価値分析業務、FA業務、PMI業務に従事し、約xx年間でxx件以上に関与した実績を持つ。その他、事業再生業務の経験も有する。現在は独立し、M&A業務を中心に業務をおこなっている。
",1,1
XXX193,山崎達也,ヤマザキタツヤ,bkudo@example.net,2022/2/4 11:19,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,$2y$10$0l724WL0U/AHolsPy0VPOelg9pvwdwB/NBwTvMDUPV/EHTQDscCU84,2019/8/11,1,株式会社XXX,1001082,3,AAA市,BBB町,0,0,0,"[{""qualifications"":""FP84級""}]",22304,11193,1,表示されている専門分野の他にもアピールできる専門分野があれば、ここに記入します。,"××監査法人にて、監査業務・財務DD業務を中心に経験。その後××株式会社に転職し、財務DD・財務モデリング・会計ストラクチャー検討・バリュエーション・FA業務等を経験。事業会社やファンドがM&Aをおこなう際の財務DD業務、価値分析業務、FA業務、PMI業務に従事し、約xx年間でxx件以上に関与した実績を持つ。その他、事業再生業務の経験も有する。現在は独立し、M&A業務を中心に業務をおこなっている。
",0,1
XXX194,松下敬一,マツシタケイイチ,akira.yoshida@example.com,2022/2/5 11:19,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,$2y$10$0l724WL0U/AHolsPy0VPOelg9pvwdwB/NBwTvMDUPV/EHTQDscCU85,2019/8/12,1,株式会社XXX,1001083,34,AAA市,BBB町,0,0,0,"[{""qualifications"":""FP85級""}]",23456,11194,1,表示されている専門分野の他にもアピールできる専門分野があれば、ここに記入します。,"××監査法人にて、監査業務・財務DD業務を中心に経験。その後××株式会社に転職し、財務DD・財務モデリング・会計ストラクチャー検討・バリュエーション・FA業務等を経験。事業会社やファンドがM&Aをおこなう際の財務DD業務、価値分析業務、FA業務、PMI業務に従事し、約xx年間でxx件以上に関与した実績を持つ。その他、事業再生業務の経験も有する。現在は独立し、M&A業務を中心に業務をおこなっている。
",0,0
XXX195,加藤幹夫,カトウミキオ,imiyazawa@example.org,2022/2/6 11:19,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,$2y$10$0l724WL0U/AHolsPy0VPOelg9pvwdwB/NBwTvMDUPV/EHTQDscCU86,2019/8/13,1,株式会社XXX,1001084,3,AAA市,BBB町,0,0,0,"[{""qualifications"":""FP86級""}]",23457,11195,2,表示されている専門分野の他にもアピールできる専門分野があれば、ここに記入します。,"××監査法人にて、監査業務・財務DD業務を中心に経験。その後××株式会社に転職し、財務DD・財務モデリング・会計ストラクチャー検討・バリュエーション・FA業務等を経験。事業会社やファンドがM&Aをおこなう際の財務DD業務、価値分析業務、FA業務、PMI業務に従事し、約xx年間でxx件以上に関与した実績を持つ。その他、事業再生業務の経験も有する。現在は独立し、M&A業務を中心に業務をおこなっている。
",0,0
XXX196,金杉智一,カナスギトモカズ,satomi39@example.com,2022/2/7 11:19,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,$2y$10$0l724WL0U/AHolsPy0VPOelg9pvwdwB/NBwTvMDUPV/EHTQDscCU87,2019/8/14,1,株式会社XXX,1001085,4,AAA市,BBB町,0,0,0,"[{""qualifications"":""FP87級""}]",23458,11196,3,表示されている専門分野の他にもアピールできる専門分野があれば、ここに記入します。,"××監査法人にて、監査業務・財務DD業務を中心に経験。その後××株式会社に転職し、財務DD・財務モデリング・会計ストラクチャー検討・バリュエーション・FA業務等を経験。事業会社やファンドがM&Aをおこなう際の財務DD業務、価値分析業務、FA業務、PMI業務に従事し、約xx年間でxx件以上に関与した実績を持つ。その他、事業再生業務の経験も有する。現在は独立し、M&A業務を中心に業務をおこなっている。
",0,1
XXX197,早川裕美,ハヤカワユミ,hkiriyama@example.com,2022/2/8 11:19,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,$2y$10$0l724WL0U/AHolsPy0VPOelg9pvwdwB/NBwTvMDUPV/EHTQDscCU88,2019/8/15,1,株式会社XXX,1001086,1,AAA市,BBB町,0,0,0,"[{""qualifications"":""FP88級""}]",23459,11197,4,表示されている専門分野の他にもアピールできる専門分野があれば、ここに記入します。,"××監査法人にて、監査業務・財務DD業務を中心に経験。その後××株式会社に転職し、財務DD・財務モデリング・会計ストラクチャー検討・バリュエーション・FA業務等を経験。事業会社やファンドがM&Aをおこなう際の財務DD業務、価値分析業務、FA業務、PMI業務に従事し、約xx年間でxx件以上に関与した実績を持つ。その他、事業再生業務の経験も有する。現在は独立し、M&A業務を中心に業務をおこなっている。
",0,1
